Doc;Summary;Requested_Value;Defense_Lawyer;Accusation_Lawyer;Juiz;Decision_Value;Num_of_Evidences;;Incorrect and fixed;
0100348-82.2019.5.01.0074.pdf;['Petição Inicial', 'Planilha de Cálculos', 'Procuração', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Cadastro Específico do INSS (CEI)', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Extrato de FGTS', 'Decisão', 'Ofício', 'Notificação', 'Intimação', 'Notificação', 'Certidão', 'Solicitação de Habilitação', 'Contrato Social', 'Procuração', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Substabelecimento com Reserva de Poderes', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Recibo de Férias', 'Contracheque/Recibo de Salário', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Extrato de FGTS', 'Recibo de Férias', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Cartão de Ponto/Controle de Frequência', 'Contracheque/Recibo de Salário', 'Alvará', 'Ata da Audiência', 'Sentença', 'Notificação', 'Certidão'];30000;['RJ83276'];Other;ALVARO ANTONIO BORGES FARIA;20000;20;;x;
0100034-39.2019.5.01.0074.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Documento Diverso', 'Despacho', 'Notificação', 'Intimação', 'Notificação', 'Intimação', 'Manifestação', 'Extrato de FGTS', 'Certidão', 'Contestação', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Substabelecimento com Reserva de Poderes', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Documento Diverso', 'Recibo de Férias', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Notificação', 'Certidão', 'Contrarrazões', 'Certidão', 'Decisão', 'Notificação', 'Certidão'];20000;['RJ83276'];Other;ALVARO ANTONIO BORGES FARIA;10000;10;;x;
0100347-97.2019.5.01.0074.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Extrato de FGTS', 'Contracheque/Recibo de Salário', 'Extrato Bancário', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Decisão', 'Notificação', 'Intimação', 'Notificação', 'Intimação', 'Certidão', 'Contestação', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Substabelecimento com Reserva de Poderes', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Documento Diverso', 'Recibo de Férias', 'Documento Diverso', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Cartão de Ponto/Controle de Frequência', 'Ata da Audiência', 'Razões Finais', 'Sentença', 'Intimação', 'Intimação', 'Intimação', 'Certidão'];22488,68;['RJ83276'];['RJ165814'];ALVARO ANTONIO BORGES FARIA;20000;13;;x;
0100324-54.2019.5.01.0074.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Recibo de Férias', 'Extrato de FGTS', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Convenção Coletiva de Trabalho (CCT)', 'Despacho', 'Notificação', 'Intimação', 'Notificação', 'Intimação', 'Certidão', 'Contestação', 'Documento Diverso', 'Contrato', 'Contrato', 'Contrato', 'Contrato', 'Documento Diverso', 'Solicitação de Habilitação', 'Contrato Social', 'Procuração', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Substabelecimento com Reserva de Poderes', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Recibo de Férias', 'Contracheque/Recibo de Salário', 'Recibo de Férias', 'Contracheque/Recibo de Salário', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Cartão de Ponto/Controle de Frequência', 'Ata da Audiência', 'Sentença', 'Intimação', 'Intimação', 'Intimação', 'Manifestação', 'Carta de Preposição', 'Certidão', 'Embargos de Declaração', 'Manifestação', 'Sentença', 'Intimação', 'Intimação', 'Intimação', 'Certidão', 'Recurso Ordinário', 'Documento Diverso', 'Documento Diverso', 'Decisão'];44892,79;['RJ83276'];Other;ALVARO ANTONIO BORGES FARIA;20000;20;;;
0100378-20.2019.5.01.0074.pdf;['Petição Inicial', 'Documento Diverso', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Despacho', 'Notificação', 'Intimação', 'Notificação', 'Certidão', 'Solicitação de Habilitação', 'Contrato Social', 'Procuração', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Substabelecimento com Reserva de Poderes', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Aviso Prévio', 'Contracheque/Recibo de Salário', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Extrato de FGTS', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Ofício', 'Ata da Audiência', 'Sentença', 'Notificação', 'Certidão', 'Embargos de Declaração', 'Sentença', 'Notificação', 'Certidão'];5000,68;['RJ83276'];Other;ALVARO ANTONIO BORGES FARIA;10000;12;;x;
0100205-93.2019.5.01.0074.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Aviso Prévio', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Despacho', 'Notificação', 'Intimação', 'Notificação', 'Intimação', 'Certidão', 'Contestação', 'Documento Diverso', 'Documento Diverso', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Substabelecimento com Reserva de Poderes', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Aviso Prévio', 'Documento Diverso', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Ata da Audiência', 'Sentença', 'Notificação', 'Certidão', 'Recurso Ordinário', 'Decisão', 'Notificação', 'Certidão'];9622,66;['RJ83276'];['RJ214809'];ALVARO ANTONIO BORGES FARIA;6000;11;;x;
0100352-25.2019.5.01.0073.pdf;['Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Recibo', 'Sentença', 'Intimação', 'Manifestação'];12520,29;[];Other;EPILOGO PINTO MEDEIROS BAPTISTA;0;2;;x;
0100242-26.2019.5.01.0073.pdf;['Petição Inicial', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Procuração', 'Contracheque/Recibo de Salário', 'Cartão de Ponto/Controle de Frequência', 'Extrato de FGTS', 'Sentença', 'Notificação'];23651,9;[];Other;EPILOGO PINTO MEDEIROS BAPTISTA;0;4;;;
0100506-43.2019.5.01.0073.pdf;['Petição Inicial', 'Documento Diverso', 'Documento Diverso', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Contracheque/Recibo de Salário', 'Extrato de FGTS', 'Procuração', 'Declaração de Hipossuficiência', 'Sentença', 'Notificação'];12512,31;[];Other;EPILOGO PINTO MEDEIROS BAPTISTA;0;4;;;
0100383-18.2019.5.01.0082.pdf;['Petição Inicial', 'Procuração', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Contracheque/Recibo de Salário', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Convenção Coletiva de Trabalho (CCT)', 'Sentença', 'Notificação'];28630,17;[];Other;JOSE MATEUS ALEXANDRE ROMANO;0;3;;x;
0100124-23.2019.5.01.0082.pdf;['Petição Inicial', 'Carteira de Identidade/Registro Geral (RG)', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Aviso Prévio', 'Documento Diverso', 'Extrato de FGTS', 'Contracheque/Recibo de Salário', 'Intimação', 'Notificação', 'Contestação', 'Contrato', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Aviso Prévio', 'Documento Diverso', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Extrato de FGTS', 'Extrato de FGTS', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Ata da Audiência', 'Sentença', 'Notificação'];12395,02;['RJ83276'];['RJ214809'];JOSE MATEUS ALEXANDRE ROMANO;5343,54;14;;;
0100121-68.2019.5.01.0082.pdf;['Petição Inicial', 'Documento Diverso', 'Procuração', 'Declaração de Hipossuficiência', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Extrato de FGTS', 'Notificação', 'Intimação', 'Contestação', 'Contrato', 'Solicitação de Habilitação', 'Procuração', 'Contrato Social', 'Cadastro Nacional de Pessoa Jurídica (CNPJ)', 'Contestação', 'Atestado de Saúde Ocupacional (ASO)', 'Aviso Prévio', 'Documento Diverso', 'Contrato de Trabalho de Experiência', 'Contracheque/Recibo de Salário (paradigma)', 'Recibo de Entrega de Equipamento de Proteção Individual (EPI)', 'Extrato de FGTS', 'Ficha de Registro de Empregado', 'Cartão de Ponto/Controle de Frequência', 'Termo de Rescisão de Contrato de Trabalho (TRCT)', 'Ata da Audiência', 'Sentença', 'Notificação', 'Recurso Ordinário', 'Decisão', 'Certidão', 'Intimação', 'Contrarrazões'];11670,59;['RJ83276'];['RJ214809'];JOSE MATEUS ALEXANDRE ROMANO;5448,2;11;;x;
0100168-42.2019.5.01.0082.pdf;['Petição Inicial', 'Procuração', 'Carteira de Identidade/Registro Geral (RG)', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Sentença', 'Notificação', 'Decisão'];17676,16;[];Other;JOSE MATEUS ALEXANDRE ROMANO;0;2;;;
0102669-34.2017.5.01.0471.pdf;['Petição em PDF', 'Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Documento de Identificação', 'CTPS', 'Recibo de Salário', 'Extrato de Conta do FGTS', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Decisão', 'Notificação', 'Notificação', 'Ata da Audiência', 'Mandado', 'Certidão', 'Despacho', 'Edital', 'Ata da Audiência', 'Certidão', 'Planilha de Cálculos', 'Sentença', 'Notificação', 'Edital', 'Manifestação', 'Documento Diverso', 'Despacho', 'Mandado', 'Certidão', 'Certidão', 'Despacho', 'Notificação', 'Manifestação', 'Documento Diverso', 'Documento Diverso', 'Despacho', 'Certidão', 'Despacho', 'Notificação', 'Manifestação', 'Prova Emprestada', 'Despacho', 'Intimação', 'Intimação', 'Intimação', 'Intimação', 'Intimação', 'Intimação', 'Mandado', 'Certidão', 'Despacho', 'Edital'];66677,4;[];['RJ122895'];LUANA LOBOSCO FOLLY PIRAZZO;32049,32;6;;;
0102668-49.2017.5.01.0471.pdf;['Petição em PDF', 'Petição Inicial', 'Procuração', 'Declaração de Hipossuficiência', 'Documento de Identificação', 'CTPS', 'Recibo de Salário', 'Documento Diverso', 'Extrato de Conta do FGTS', 'Documento Diverso', 'Documento Diverso', 'Decisão', 'Notificação', 'Notificação', 'Ata da Audiência', 'Mandado', 'Certidão', 'Despacho', 'Edital', 'Ata da Audiência', 'Certidão', 'Planilha de Cálculos', 'Sentença', 'Notificação', 'Edital', 'Manifestação', 'Documento Diverso', 'Despacho', 'Mandado', 'Certidão', 'Certidão', 'Certidão', 'Despacho', 'Edital', 'Edital', 'Certidão', 'Manifestação', 'Contrato Social', 'Contrato Social', 'Contrato Social', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Jurisprudência', 'Certidão'];68937,99;[];['RJ122895'];LUANA LOBOSCO FOLLY PIRAZZO;40128,75;5;;;
0100089-65.2016.5.01.0471.pdf;['Petição em PDF', 'Procuração', 'Documento de Identificação', 'Documento Diverso', 'CTPS', 'Recibo de Salário', 'Documento Diverso', 'Extrato de Conta do FGTS', 'Petição Inicial', 'Notificação', 'Mandado', 'Mandado', 'Certidão', 'Contestação', 'Certidão', 'Manifestação', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Certidão', 'Notificação', 'Despacho', 'Notificação', 'Manifestação', 'Prova Emprestada', 'Despacho', 'Intimação', 'Intimação', 'Intimação', 'Intimação', 'Intimação', 'Intimação', 'Mandado', 'Certidão', 'Despacho', 'Edital'];34420,66;Other;['RJ122895'];LUANA LOBOSCO FOLLY PIRAZZO;8794,94;5;;x;
0100214-84.2019.5.01.0226.pdf;['Petição Inicial', 'Documento Diverso', 'Contracheque/Recibo de Salário', 'Carteira de Trabalho e Previdência Social  (CTPS)', 'Documento Diverso', 'Documento Diverso', 'Documento Diverso', 'Procuração', 'Carteira de Identidade/Registro Geral (RG)', 'Desistência', 'Manifestação', 'Sentença', 'Intimação'];9127,71;[];Other;Other;0;3;;;
